Irish Anger Over Gaza Overshadows White House St. Patrick Celebration,https://www.voanews.com/a/irish-anger-over-gaza-overshadows-white-house-st-patrick-celebration/7529207.html,President Joe Biden hosts Irish Prime Minister Leo Varadkar amid calls to boycott and demands for cease-fire.,20 hours ago,-0.3182
Joe Biden Takes Stunning Lead Over Donald Trump in Two Polls,https://www.newsweek.com/joe-biden-donald-trump-polls-presidential-election-2024-latest-1879540,President Joe Biden has gained a surprise narrow lead over Donald Trump in two polls eight months before November's presidential election...,21 hours ago,0.5719
Trump still leading Biden in Michigan new poll says,https://www.freep.com/story/news/politics/elections/2024/03/15/trump-still-leading-biden-in-michigan-new-poll/72974546007/,A poll of Michigan voters released Thursday showed President Joe Biden still trailing former President Donald Trump in the battleground state as each this...,1 day ago,-0.4019
Biden's Aide Warns India On CAA Hours After Amit Shah's Attack On Foreign Media Narrative | LS Poll,https://www.youtube.com/watch%3Fv%3DL3csquava9E,The US States Department expressed concerns about the notification of the Citizenship Amendment Act's (CAA) rules in India on March 14.,1 day ago,0.0
Biden visits Michigan county emerging as the swing state's top bellwether,https://apnews.com/article/biden-michigan-bellwether-trump-fc3e077e7faac7d6fe785527303cef3e,President Joe Biden travelled to Michigan's premier bellwether county of Saginaw as he looks to shore up support in the key battleground state ahead of...,1 day ago,0.0
President Joe Biden lands at Michigan airport to visit Saginaw,https://www.youtube.com/watch%3Fv%3DVHcddQErglE,President Joe Biden arrives at MBS International Airport in Freeland on Thursday March 14 2024 when he was greeted by Saginaw Mayor Brenda Moore.,1 day ago,0.2732
Biden's campaign presence in North Carolina is ramping up,https://www.axios.com/local/raleigh/2024/03/14/biden-team-makes-multimillion-dollar-push-into-north-carolina,President Biden has identified North Carolina and specifically the Triangle as a key battleground.,1 day ago,-0.4019
Trump tied to firm that paid FBI's Biden informant says report,https://www.independent.co.uk/news/world/americas/us-politics/trump-smirnov-fbi-informant-ties-b2512838.html,Alexander Smirnov has been charged with making false statements against Joe Biden and son Hunter.,1 day ago,-0.2023
Biden voices opposition to US Steel sale,https://www.politico.com/news/2024/03/14/biden-opposition-us-steel-sale-00147009,Biden's speech in Michigan today casts doubt on the sale of the iconic American firm to a Japanese competitor but does not kill it entirely.,1 day ago,0.655
President Biden to visit Arizona next week,https://www.azfamily.com/2024/03/14/president-biden-visit-arizona-next-week/,PHOENIX (3TV/CBS 5) —...,1 day ago,0.0
Biden to visit Las Vegas and Reno,https://thenevadaindependent.com/article/biden-to-visit-las-vegas-and-reno,President Joe Biden will travel to both Reno and Las Vegas next week as he barnstorms battleground states this month his campaign announced Thursday.,2 days ago,-0.4019
Hunter Biden gun case gets tentative trial date of June 3,https://www.nbcnews.com/politics/justice-department/hunter-biden-gun-case-gets-tentative-trial-date-june-3-rcna143308,The judge presiding over the federal gun case against Hunter Biden has tentatively scheduled a June trial for the criminal charges against the president's...,2 days ago,-0.7845
Hunter Biden declines GOP invitation to testify publicly before House committee,https://www.cbsnews.com/news/hunter-biden-testimony-house-republicans-invitation/,A lawyer for Hunter Biden said the president's son would consider testifying at a hearing with relatives of former President Donald Trump.,2 days ago,0.0
Biden and Trump clinch nominations setting the stage for a grueling general election rematch,https://apnews.com/article/trump-biden-primary-georgia-washington-mississippi-hawaii-15bb0084ad656903ffef14cfae822abd,Neither Joe Biden a Democrat nor Donald Trump a Republican faces significant opposition in primary contests across Georgia Washington state...,3 days ago,0.2023
Haberman breaks down Trump’s goals in taking votes away from Biden,https://www.cnn.com/videos/politics/2024/03/13/haberman-trump-biden-black-voter-strategy-2024-primary-election-vpx.cnn,New York Times reporter and CNN senior political analyst Maggie Haberman discusses how former President Donald Trump plans to woo voters away from President...,3 days ago,0.4767
US steel unions urge Joe Biden to open probe into Chinese shipbuilding,https://www.ft.com/content/62f902ed-9bb5-4167-84f0-4f1257889a97,The United Steelworkers union on Tuesday asked President Joe Biden to open a trade investigation into alleged Chinese unfair economic practices in the...,3 days ago,-0.0772
Transcript from documents probe contradicts Biden's account of exchange with Hur over son's death,https://abcnews.go.com/US/transcript-documents-probe-contradicts-bidens-account-exchange-hur/story%3Fid%3D108033689,A transcript of President Biden's interview with Robert Hur during his classified documents probe contradicts Biden's account of an exchange about the death...,3 days ago,-0.743
Biden Budget Taxes FY 2025,https://taxfoundation.org/research/all/federal/biden-budget-2025-tax-proposals/,President's FY 2025 budget tax proposals amount to a gross tax hike of over $5.1 trillion. Explore the Biden budget 2025 tax proposals.,4 days ago,-0.4767
Biden's $7.3 trillion budget for 2025 calls for taxing the rich and corporations to pay for Social Security Medicare,https://www.cnbc.com/2024/03/11/bidens-2025-budget-marries-progressive-tax-hikes-with-populist-campaign-planks.html,Biden's 2025 government funding blueprint includes tax hikes on billionaires corporate profits and other proposals that were in his 2024 budget...,5 days ago,0.4404
Federal judge dismisses Ken Paxton’s immigration lawsuit,https://www.texastribune.org/2024/03/08/ken-paxton-immigration-lawsuit/,The Trump-appointed judge has previously ruled against the Biden administration in other immigration-related lawsuits brought by Texas. This time he said...,1 week ago,-0.1531
Latest steps to apply for emergency KCB MPesa loans 2024,https://techcabal.com/2024/03/07/latest-steps-to-apply-for-emergency-kcb-mpesa-loans-2024/,Do you need quick financial assistance? Here's a step-by-step guide on how to apply for emergency KCB MPESA loans:,1 week ago,-0.3818
Mobile Loans in Kenya: Safaricom and Partner Products Take Giant Share,https://techweez.com/2023/08/29/digital-lending-kenya-safaricom-products-share/,Digital lending in Kenya is dominated by Safaricom and its partners. Based on data from CAK the top 3 are M-Shwari KCB-M-Pesa and Fuliza.,6 months ago,0.2023
List Of Safaricom Mpesa Loan Products In Kenya,https://victormatara.com/list-of-safaricom-mpesa-loan-products-in-kenya/,This is a list of Safaricom Mpesa loan products in Kenya. Safaricom is the leading communication company in Kenya with the widest network coverage...,9 months ago,0.0
Bank to M-PESA Transaction Charges Across Banks in Kenya 2023,https://gadgets-africa.com/2023/01/03/bank-to-m-pesa-charges-kenya-2023/,A roundup of charges levied across different banks in Kenya as you make transfers from the bank to M-PESA as per Central Bank of Kenya (CBK) communication.,14 months ago,-0.2732
Fuliza makes Safaricom a lot of money so it's being expanded,https://tech-ish.com/2021/11/24/fuliza-safaricom-expansion/,Fuliza is built around Safaricom's M-Pesa allowing customers to use M-Pesa even when their balances are zero.,27 months ago,0.0
How to withdraw money from KCB to M-Pesa via app and USSD code,https://www.tuko.co.ke/260855-how-withdraw-money-kcb-mpesa.html,How to withdraw money from KCB to M-Pesa · Key in the KCB USSD code *522# · You will be requested to enter your M-Benki pin. · Once you've entered the pin you...,33 months ago,0.0
How to Acquire Mobile Loan Without App in 2022,https://biznakenya.com/mobile-loans-in-kenya/,Mobile loan without app: Kenyans can now access quick loans without necessarily subscribing to any mobile loan apps in Kenya.,42 months ago,0.0
Borrowers to Pay More for KCB M-PESA Loans Following Rate Hike,https://techweez.com/2019/08/05/kcb-mpesa-rate-hike/,Up to today users have been furnishing loans on a 4.08% interest rate. The loans which are offered by the lender on a monthly basis will now see a rate jump...,55 months ago,0.4588
KCB Bank Customers to get Customer Care Services via WhatsApp,https://tech-ish.com/2019/07/31/kcb-kenya-whatsapp-customer-service/,KCB has announced they will be rolling out a service that will enable their customers interact directly with the bank using WhatsApp.,55 months ago,0.0
KCB posts Sh. 9 billion half year net profit - Nairobi,https://biznakenya.com/kcb-posts-sh-9-billion-half-year-net-profit/,KCB has posted a Sh. 13.2 billion profit before tax and a Sh. 9.2 billion net profit for the 2015 half year. This was an increase of 13 per cent from the...,83 months ago,0.7964
Kenya Power Announces Resumption of Tokens Purchase Through M-Pesa after Hitch: "Issue Resolved" - Tuko.co.ke,https://www.tuko.co.ke/business-economy/537831-kenya-power-announces-resumption-tokens-purchase-m-pesa-hitch-issue-resolved/,Kenya Power has declared the recommencement of token purchases through M-Pesa following a hitch. The utility firm noted it had sent out all tokens to...,1 month ago,0.0
M-Pesa Outage Leaves Tokenless Kenyans in Darkness,https://techweez.com/2024/01/22/mpesa-token-delay/,Problem to Mpesa has made it impossible for Kenyans to buy KPlC tokens via the mobile money platform. Other 3rd party services affected too.,1 month ago,-0.1531
Safaricom explains M-PESA downtime after service restoration,https://kiss100.co.ke/exclusives/2024-01-09-safaricom-explains-m-pesa-downtime-after-service-restoration/,The largest mobile phone service provider in Kenya Safaricom PLC has broken its silence after the restoration of M-pesa services.,2 months ago,-0.4767
Here is why there is a delay in buying tokens on the prepaid system,https://nairobinews.nation.africa/here-is-why-there-is-a-delay-in-buying-tokens-on-the-prepaid-system/,Kenya Power and Lighting Company has issued a brief statement confirming the delay in payment of tokens through the pay bill number.,4 months ago,-0.34
No M-Pesa Payment On The Expressway,https://cioafrica.co/no-m-pesa-payment-to-use-expressway/,M-Pesa payments to use the expressway will not be accepted as it will cause 'traffic congestion',22 months ago,-0.2057
Sorry no M-Pesa payments for Expressway use,https://nation.africa/kenya/business/sorry-no-m-pesa-payments-for-expressway-use-3811510,Motorists seeking to use the Nairobi Expressway from this Saturday will not be allowed to pay via M-Pesa in the early days of its operations limiting their...,22 months ago,-0.1027
Handling KPLC token delay in 2022: Step-by-step guide and tips,https://www.tuko.co.ke/267815-handling-kplc-token-delay.html,A KPLC TOKEN DELAY is one of the most common issues that prepaid clients face. The power distributor has availed various platforms to sort out the problem?,25 months ago,-0.694
M-PESA Services Back Online After an Afternoon of Delays,https://techweez.com/2021/06/23/m-pesa-services-back-online-after-an-afternoon-of-delays/,M-PESA services have been undergoing delays for the better part of the afternoon and early evening. The servces however have been restored.,32 months ago,0.6486
HELB M-Pesa disbursement: Everything that you need to know,https://www.tuko.co.ke/408347-helb-m-pesa-disbursement-everything-know.html,Do you know HELB M-PESA DISBURSEMENT process? Safaricom has partnered with HELB to ensure efficient and fast access to the student loan.,35 months ago,0.6597
M-Shwari loan defaulters consequences: What happens if you don't pay?,https://www.tuko.co.ke/280856-m-shwari-loan-defaulters-consequences.html,Are you wondering about M-SHWARI LOAN DEFAULTERS CONSEQUENCES? Safaricom imposes specific measures on individuals that don't remit on time. What are they?,35 months ago,-0.1926
Tokens delay leaves Kenya Power consumers in darkness - K24 TV,https://www.k24tv.co.ke/news/tokens-payment-system-hitch-leaves-power-consumers-in-darkness-5113/,A hitch has hit the Kenya Power prepaid system leading to delays in delivery of tokens purchased through M-Pesa paybill number 888880. PHOTO | FILE.,55 months ago,0.0772
How Kenyans on Twitter Reacted to Mpesa Hitch on Thursday Evening,https://nairobiwire.com/2019/05/how-kenyans-on-twitter-reacted-to-mpesa-hitch-on-thursday-evening.html,Telco giant Safaricom's mobile money transfer service M-Pesa on Thursday experienced a hitch that caused a momentary outage at around 6 PM.,57 months ago,0.0
What Happened to Safaricom's M-Pesa 1Tap?,https://techweez.com/2017/09/15/safaricom-m-pesa-1tap-delay/,Four months ago as M-Pesa was announcing its financials the company took that opportunity to announce the coming of age of their new M-Pesa solution...,78 months ago,0.6249
Service outage paralyses bank to M-Pesa transfers,https://www.k24tv.co.ke/news/service-outage-hits-m-pesa-113151/,A widespread service outage has disrupted M-Pesa-related services causing inconvenience for many customers in Kenya. Both Co-operative Bank and Airtel...,6 months ago,-0.3612
No M-Pesa Payment On The Expressway,https://cioafrica.co/no-m-pesa-payment-to-use-expressway/,M-Pesa payments to use the expressway will not be accepted as it will cause 'traffic congestion',22 months ago,-0.2057
Sorry no M-Pesa payments for Expressway use,https://nation.africa/kenya/business/sorry-no-m-pesa-payments-for-expressway-use-3811510,Motorists seeking to use the Nairobi Expressway from this Saturday will not be allowed to pay via M-Pesa in the early days of its operations limiting their...,22 months ago,-0.1027
Handling KPLC token delay in 2022: Step-by-step guide and tips,https://www.tuko.co.ke/267815-handling-kplc-token-delay.html,A KPLC TOKEN DELAY is one of the most common issues that prepaid clients face. The power distributor has availed various platforms to sort out the problem?,25 months ago,-0.694
M-PESA Services Back Online After an Afternoon of Delays,https://techweez.com/2021/06/23/m-pesa-services-back-online-after-an-afternoon-of-delays/,M-PESA services have been undergoing delays for the better part of the afternoon and early evening. The servces however have been restored.,32 months ago,0.6486
HELB M-Pesa disbursement: Everything that you need to know,https://www.tuko.co.ke/408347-helb-m-pesa-disbursement-everything-know.html,Do you know HELB M-PESA DISBURSEMENT process? Safaricom has partnered with HELB to ensure efficient and fast access to the student loan.,35 months ago,0.6597
M-Shwari loan defaulters consequences: What happens if you don't pay?,https://www.tuko.co.ke/280856-m-shwari-loan-defaulters-consequences.html,Are you wondering about M-SHWARI LOAN DEFAULTERS CONSEQUENCES? Safaricom imposes specific measures on individuals that don't remit on time. What are they?,35 months ago,-0.1926
Tokens delay leaves Kenya Power consumers in darkness - K24 TV,https://www.k24tv.co.ke/news/tokens-payment-system-hitch-leaves-power-consumers-in-darkness-5113/,A hitch has hit the Kenya Power prepaid system leading to delays in delivery of tokens purchased through M-Pesa paybill number 888880. PHOTO | FILE.,55 months ago,0.0772
How Kenyans on Twitter Reacted to Mpesa Hitch on Thursday Evening,https://nairobiwire.com/2019/05/how-kenyans-on-twitter-reacted-to-mpesa-hitch-on-thursday-evening.html,Telco giant Safaricom's mobile money transfer service M-Pesa on Thursday experienced a hitch that caused a momentary outage at around 6 PM.,57 months ago,0.0
What Happened to Safaricom's M-Pesa 1Tap?,https://techweez.com/2017/09/15/safaricom-m-pesa-1tap-delay/,Four months ago as M-Pesa was announcing its financials the company took that opportunity to announce the coming of age of their new M-Pesa solution...,78 months ago,0.6249
Kenya Power Announces Token Service Breakdown after Hacking Claims: "We're Experiencing System Hitch",https://www.tuko.co.ke/business-economy/energy/515576-kenya-power-announces-token-service-breakdown-hacking-claims-experiencing-system-hitch/,Kenya Power and Lighting Company (KPLC) customers experienced problems purchasing tokens via USSD and M-Pesa; KPLC acknowledged delays in the prepaid...,7 months ago,-0.4019
No M-Pesa Payment On The Expressway,https://cioafrica.co/no-m-pesa-payment-to-use-expressway/,M-Pesa payments to use the expressway will not be accepted as it will cause 'traffic congestion',22 months ago,-0.2057
Sorry no M-Pesa payments for Expressway use,https://nation.africa/kenya/business/sorry-no-m-pesa-payments-for-expressway-use-3811510,Motorists seeking to use the Nairobi Expressway from this Saturday will not be allowed to pay via M-Pesa in the early days of its operations limiting their...,22 months ago,-0.1027
Handling KPLC token delay in 2022: Step-by-step guide and tips,https://www.tuko.co.ke/267815-handling-kplc-token-delay.html,A KPLC TOKEN DELAY is one of the most common issues that prepaid clients face. The power distributor has availed various platforms to sort out the problem?,25 months ago,-0.694
M-PESA Services Back Online After an Afternoon of Delays,https://techweez.com/2021/06/23/m-pesa-services-back-online-after-an-afternoon-of-delays/,M-PESA services have been undergoing delays for the better part of the afternoon and early evening. The servces however have been restored.,32 months ago,0.6486
HELB M-Pesa disbursement: Everything that you need to know,https://www.tuko.co.ke/408347-helb-m-pesa-disbursement-everything-know.html,Do you know HELB M-PESA DISBURSEMENT process? Safaricom has partnered with HELB to ensure efficient and fast access to the student loan.,35 months ago,0.6597
M-Shwari loan defaulters consequences: What happens if you don't pay?,https://www.tuko.co.ke/280856-m-shwari-loan-defaulters-consequences.html,Are you wondering about M-SHWARI LOAN DEFAULTERS CONSEQUENCES? Safaricom imposes specific measures on individuals that don't remit on time. What are they?,35 months ago,-0.1926
Tokens delay leaves Kenya Power consumers in darkness - K24 TV,https://www.k24tv.co.ke/news/tokens-payment-system-hitch-leaves-power-consumers-in-darkness-5113/,A hitch has hit the Kenya Power prepaid system leading to delays in delivery of tokens purchased through M-Pesa paybill number 888880. PHOTO | FILE.,55 months ago,0.0772
How Kenyans on Twitter Reacted to Mpesa Hitch on Thursday Evening,https://nairobiwire.com/2019/05/how-kenyans-on-twitter-reacted-to-mpesa-hitch-on-thursday-evening.html,Telco giant Safaricom's mobile money transfer service M-Pesa on Thursday experienced a hitch that caused a momentary outage at around 6 PM.,57 months ago,0.0
What Happened to Safaricom's M-Pesa 1Tap?,https://techweez.com/2017/09/15/safaricom-m-pesa-1tap-delay/,Four months ago as M-Pesa was announcing its financials the company took that opportunity to announce the coming of age of their new M-Pesa solution...,78 months ago,0.6249
Paypal to M-Pesa: Kenyans Decry Delayed Transfer of Money Want Safaricom to Intervene - Tuko.co.ke,https://www.tuko.co.ke/business-economy/technology/510015-paypal-m-pesa-kenyans-decry-delayed-transfer-money-safaricom-intervene/,Safaricom acknowledged delays in Paypal-to-M-Pesa transactions following concerns from Kenyans saying the two technical teams are working to resolve the...,9 months ago,0.3818
No M-Pesa Payment On The Expressway,https://cioafrica.co/no-m-pesa-payment-to-use-expressway/,M-Pesa payments to use the expressway will not be accepted as it will cause 'traffic congestion',22 months ago,-0.2057
Handling KPLC token delay in 2022: Step-by-step guide and tips,https://www.tuko.co.ke/267815-handling-kplc-token-delay.html,A KPLC TOKEN DELAY is one of the most common issues that prepaid clients face. The power distributor has availed various platforms to sort out the problem?,25 months ago,-0.694
M-PESA Services Back Online After an Afternoon of Delays,https://techweez.com/2021/06/23/m-pesa-services-back-online-after-an-afternoon-of-delays/,M-PESA services have been undergoing delays for the better part of the afternoon and early evening. The servces however have been restored.,32 months ago,0.6486
HELB M-Pesa disbursement: Everything that you need to know,https://www.tuko.co.ke/408347-helb-m-pesa-disbursement-everything-know.html,Do you know HELB M-PESA DISBURSEMENT process? Safaricom has partnered with HELB to ensure efficient and fast access to the student loan.,35 months ago,0.6597
M-Shwari loan defaulters consequences: What happens if you don't pay?,https://www.tuko.co.ke/280856-m-shwari-loan-defaulters-consequences.html,Are you wondering about M-SHWARI LOAN DEFAULTERS CONSEQUENCES? Safaricom imposes specific measures on individuals that don't remit on time. What are they?,35 months ago,-0.1926
Tokens delay leaves Kenya Power consumers in darkness - K24 TV,https://www.k24tv.co.ke/news/tokens-payment-system-hitch-leaves-power-consumers-in-darkness-5113/,A hitch has hit the Kenya Power prepaid system leading to delays in delivery of tokens purchased through M-Pesa paybill number 888880. PHOTO | FILE.,55 months ago,0.0772
How Kenyans on Twitter Reacted to Mpesa Hitch on Thursday Evening,https://nairobiwire.com/2019/05/how-kenyans-on-twitter-reacted-to-mpesa-hitch-on-thursday-evening.html,Telco giant Safaricom's mobile money transfer service M-Pesa on Thursday experienced a hitch that caused a momentary outage at around 6 PM.,57 months ago,0.0
Safaricom apologises after M-Pesa is hit with another glitch,https://nairobinews.nation.africa/safaricom-apologises-after-m-pesa-is-hit-with-another-glitch/,Safaricom's mobile money transfer service M-Pesa was on Monday morning temporarily unavailable. The telecommunication firm confirmed the glitch and said it...,63 months ago,0.0
What Happened to Safaricom's M-Pesa 1Tap?,https://techweez.com/2017/09/15/safaricom-m-pesa-1tap-delay/,Four months ago as M-Pesa was announcing its financials the company took that opportunity to announce the coming of age of their new M-Pesa solution...,78 months ago,0.6249
,1 day ago,0.5423
Biden vs. Trump Is the Race Voters Want,https://www.politico.com/news/magazine/2024/03/14/voters-want-biden-trump-election-rematch-00146795,Voters started telling pollsters 20 months ago that the last entrée they want to select from the 2024 political menu was a rematch between President Joe...,1 day ago,0.0772
Biden's new energy-saving standards for washing machines and dryers are 'harmful' expert warns,https://www.foxbusiness.com/media/biden-new-energy-saving-standards-washing-machines-dryers-harmful-expert-warns,New green energy standards from the Biden White House are not only "negligible" according to IWF's chief energy expert but also force "radical" policy and...,2 days ago,0.2732
Colorado gun shop owner calls for the killing of President Biden,https://www.9news.com/video/news/local/next/next-with-kyle-clark/73-79521343-ee83-4c24-9101-26a74a531248,Joe Oltmann a prominent far-right voice in Colorado politics says Biden should be tried and executed. Author: 9news.com. Published: 8:07 PM MDT March 13...,2 days ago,0.3182
Hunter Biden Refuses to Testify Publicly Calling G.O.P. Inquiry a 'Circus',https://www.nytimes.com/2024/03/13/us/politics/hunter-biden-testify.html,Hunter Biden the president's son on Wednesday rejected a request from House Republicans to testify next week at a public hearing in their impeachment...,2 days ago,-0.5106
Biden’s State of the Union was beyond belief. Just ask voters,https://rollcall.com/2024/03/13/bidens-state-of-the-union-was-beyond-belief-just-ask-voters/,President Biden defended his record with more vigor during his State of the Union address but voters still don't believe his messages.,3 days ago,0.177
Haberman breaks down Trump’s goals in taking votes away from Biden,https://www.cnn.com/videos/politics/2024/03/13/haberman-trump-biden-black-voter-strategy-2024-primary-election-vpx.cnn,New York Times reporter and CNN senior political analyst Maggie Haberman discusses how former President Donald Trump plans to woo voters away from President...,3 days ago,0.4767
US steel unions urge Joe Biden to open probe into Chinese shipbuilding,https://www.ft.com/content/62f902ed-9bb5-4167-84f0-4f1257889a97,The United Steelworkers union on Tuesday asked President Joe Biden to open a trade investigation into alleged Chinese unfair economic practices in the...,3 days ago,-0.0772
Transcript from documents probe contradicts Biden's account of exchange with Hur over son's death,https://abcnews.go.com/US/transcript-documents-probe-contradicts-bidens-account-exchange-hur/story%3Fid%3D108033689,A transcript of President Biden's interview with Robert Hur during his classified documents probe contradicts Biden's account of an exchange about the death...,3 days ago,-0.743
Biden Budget Taxes FY 2025,https://taxfoundation.org/research/all/federal/biden-budget-2025-tax-proposals/,President's FY 2025 budget tax proposals amount to a gross tax hike of over $5.1 trillion. Explore the Biden budget 2025 tax proposals.,4 days ago,-0.4767
Biden's $7.3 trillion budget for 2025 calls for taxing the rich and corporations to pay for Social Security Medicare,https://www.cnbc.com/2024/03/11/bidens-2025-budget-marries-progressive-tax-hikes-with-populist-campaign-planks.html,Biden's 2025 government funding blueprint includes tax hikes on billionaires corporate profits and other proposals that were in his 2024 budget...,5 days ago,0.4404
Analysis | What Biden's State of the Union ad-libs say about his politics — and preparedness,https://www.washingtonpost.com/politics/2024/03/08/biden-sotu-speech-ad-libs/,President Biden frequently went off script Thursday night often to rib his political opponents.,1 week ago,0.0
